subject,predicate,object
3635,wikidata/Hierarchy::has subsidiary,504607
87814,wikidata/Hierarchy::has subsidiary (100% stake),4567818
5385822,wikidata/Education::,29148
4364613,wikidata/Education::,29110
845188,wikidata/Education::,3121131
5396241,wikidata/athletic director,4184023
4209629,wikidata/Education::,5213208
100030,littlesis/Public Relations Officer,3571
942601,wikidata/Education::,29155
4476187,wikidata/Education::,29148
1015886,wikidata/Education::,38475
2429377,wikidata/Education::,29155
403399,littlesis/Ownership::,393673
7318723,wikidata/Education::,4184023
881019,wikidata/Education::,29175
6325811,wikidata/Education::,38450
4371780,wikidata/Education::,29110
3379,wikidata/Education::,29241
2149476,wikidata/Doctor of Philosophy,38397
3472573,wikidata/Education::,226145
4308638,wikidata/Doctor of Philosophy,29156
38441,littlesis/Donation/Grant::15400 usd (Campaign Contribution),256070
7304608,wikidata/Education::,38397
2393221,wikidata/Education::,5184890
150102,littlesis/Donation/Grant::2000 usd (Campaign Contribution),25560
7468050,wikidata/Education::,29241
5519519,wikidata/Education::,29159
4551434,wikidata/Education::,29110
2149187,wikidata/Education::,38475
1374857,wikidata/Education::,255354
879908,wikidata/Education::,38397
5271817,wikidata/Education::,5213208
4357409,wikidata/Education::,38535
7242147,wikidata/(philosophy),3119713
3257036,wikidata/Education::,29110
5204824,wikidata/Education::,38450
113750,littlesis/AA in Electrical Engineering,38475
4388440,wikidata/Education::,29155
5379388,wikidata/Education::,29143
6207990,wikidata/Education::,38450
263511,littlesis/Donation/Grant::250 usd (Campaign Contribution),28480
7359726,wikidata/Education::,255354
7348658,wikidata/Education::,29222
814008,wikidata/Education::,29148
6530203,wikidata/Education::,29155
6310168,wikidata/Education::,38450
115159,littlesis/Member,28147
6479233,wikidata/Education::,261954
7194714,wikidata/Education::,5213208
4373637,wikidata/Education::,29156
873308,wikidata/Education::,29241
4384395,wikidata/Education::,29241
2147889,wikidata/Education::,5213208
4386920,wikidata/Education::,38404
2345826,wikidata/Education::,38397
2396902,wikidata/Education::,415846
4579294,wikidata/Education::,29223
5360757,wikidata/Education::,29156
2345557,wikidata/Education::,29167
7184916,wikidata/Education::,3119713
2147402,wikidata/Education::,29156
1071997,wikidata/Education::,29148
4391942,wikidata/Education::,29156
6338252,wikidata/Education::,38475
2275644,wikidata/Education::,2147541
1020038,wikidata/Education::,29110
5185713,wikidata/Education::,7199570
4231725,wikidata/Education::,4184023
28725,wikidata/Juris Doctor,29241
7354022,wikidata/Education::,5213208
5231960,wikidata/Education::,3121131
80242,littlesis/Donation/Grant::50001 usd (Donation),226184
28835,littlesis/Vice President Government Relations,261534
7607612,wikidata/Education::,29175
1576815,wikidata/Education::,29110
843421,wikidata/Ownership::,3141840
3788,littlesis/Ownership::institutional investor (65820970 shares),3574
4208562,wikidata/Education::,29136
2782,wikidata/Education::,3119713
28448,littlesis/Donation/Grant::1000 usd (Campaign Contribution),21796
7239157,wikidata/Education::,29148
3289501,wikidata/Education::,29110
29042,littlesis/Director,262421
4186060,wikidata/Education::,29159
4216519,wikidata/Education::,416568
257345,littlesis/Donation/Grant::4000 usd (Campaign Contribution),37983
7328863,wikidata/Doctor of Philosophy,29143
837538,wikidata/Education::,29155
3238967,wikidata/Education::,2157382
6363499,wikidata/Education::,29155
6192953,wikidata/Education::,3119713
3128069,wikidata/Education::,4211424
4041,littlesis/Donation/Grant::2000 usd (Campaign Contribution),38078
4515377,wikidata/Education::,29110
3262430,wikidata/Education::,29143
1496651,wikidata/Bachelor of Arts (Spanish),38397
140834,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28534
874004,wikidata/Education::,3119713
4078,littlesis/Director,3568
880187,wikidata/Master of Arts (political science),29241
403075,wikidata/Bachelor of Science (aeronautics),21865
6403622,wikidata/Education::,29241
1383963,wikidata/Education::,29110
5201003,wikidata/Education::,245622
6268981,wikidata/Education::,3119713
7332134,wikidata/Education::,29175
4823329,wikidata/Education::,29155
1790,littlesis/Director,852
423575,wikidata/Education::,29156
7314756,wikidata/Education::,29156
38011,littlesis/Donation/Grant::500 usd (Campaign Contribution),274385
3397301,wikidata/Education::,29241
38150,wikidata/Bachelor of Arts,7182808
2282615,wikidata/Doctor of Philosophy,29359
4189568,wikidata/Education::,38450
28601,littlesis/Donation/Grant::2000 usd (Campaign Contribution),21796
2158051,wikidata/Education::,29143
2170416,wikidata/Education::,255354
1259815,wikidata/Education::,29143
262375,littlesis/Donation/Grant::4000 usd (Campaign Contribution),38002
4845255,wikidata/Education::,416561
848298,wikidata/Education::,29155
1142962,wikidata/Education::,10158
957779,wikidata/Education::,29155
4296767,wikidata/Education::,29155
245666,littlesis/Member,28147
37921,littlesis/Donation/Grant::500 usd (Campaign Contribution),21796
432244,wikidata/Hierarchy::has subsidiary,7314798
2280952,wikidata/Education::,21865
839485,wikidata/Ownership:: (5% stake),3571
5479298,wikidata/Education::,38425
5194382,wikidata/Education::,4184023
2328971,wikidata/Education::,5184890
28622,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28546
6293598,wikidata/Education::,29110
7465590,wikidata/Education::,35960
5465387,wikidata/Education::,3119713
3132608,wikidata/Education::,3119713
6223220,wikidata/Education::,29110
3121022,wikidata/Hierarchy::has subsidiary,7205506
44586,wikidata/Hierarchy::has subsidiary,903392
143620,littlesis/Service/Transaction::100000000 usd (lendet),44598
964915,wikidata/Education::,255440
2165854,wikidata/Education::,29143
7568753,wikidata/Education::,255354
925226,wikidata/Education::,29110
6403470,wikidata/Education::,261954
1015357,wikidata/Education::,29110
6848695,wikidata/Education::,29175
185799,littlesis/Donation/Grant::23700 usd (Campaign Contribution),413525
4185863,wikidata/Doctor of Philosophy (economics),29110
34389,wikidata/Education::,2157382
3675185,wikidata/Ownership::,5206748
7611150,wikidata/Education::,29110
6477096,wikidata/Education::,29110
5221004,wikidata/Ownership::,2235404
38296,littlesis/Donation/Grant::200 usd (Campaign Contribution),260590
1100811,wikidata/Education::,29136
7196350,wikidata/Education::,7199570
4126,littlesis/Donation/Grant::45000 usd (Campaign Contribution),28480
2336104,wikidata/Education::,29159
3131724,wikidata/Hierarchy::has subsidiary,3133805
7197171,wikidata/Bachelor of Arts (economics),4184023
2276041,wikidata/Education::,29110
1262660,wikidata/Education::,7252649
29181,littlesis/Donation/Grant::5000 usd (Campaign Contribution),28454
2171176,wikidata/Education::,29241
30742,wikidata/Education::,29148
6311348,wikidata/Education::,38450
4204043,wikidata/Education::,29155
4330141,wikidata/Education::,29359
7393952,wikidata/Education::,38425
28812,littlesis/Donation/Grant::1000 usd (Campaign Contribution),256086
1283501,wikidata/Education::,21865
6195329,wikidata/Education::,29241
7333991,wikidata/Doctor of Philosophy,29156
2354301,wikidata/Education::,29175
7232652,wikidata/doctorate,29368
1023987,wikidata/Bachelor of Mathematics,29110
843464,wikidata/Education::,5213208
592,littlesis/Service/Transaction::130000 usd (Lobbying Client),29519
2157043,wikidata/Education::,29175
412537,littlesis/Donation/Grant::2000 usd (Campaign Contribution),37983
37991,wikidata/Education::,29143
849909,wikidata/Education::,29110
6293156,wikidata/Education::,5213208
5231588,wikidata/Education::,38397
28742,littlesis/Donation/Grant::6000 usd (Campaign Contribution),28371
2151027,wikidata/Education::,29156
766606,wikidata/Education::,7199570
4303030,wikidata/Education::,261954
5185598,wikidata/Education::,5185475
5330850,wikidata/Education::,29148
90757,wikidata/master's degree (international relations),255538
3241393,wikidata/Education::,29143
2139994,wikidata/Education::,4184023
1002462,wikidata/Education::,29155
31230,wikidata/Education::,38397
4305088,wikidata/Education::,5213208
2430894,wikidata/Education::,2157382
915174,wikidata/Education::,29110
837020,wikidata/Education::,5184890
5380439,wikidata/Education::,255440
787,littlesis/Donation/Grant::4600 usd (Campaign Contribution),28480
35575,wikidata/Education::,21865
147695,littlesis/Donation/Grant::2300 usd (Campaign Contribution),28480
1877032,wikidata/Education::,29223
4300,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28561
13200,wikidata/Education::,29110
3124984,wikidata/Education::,7242324
4391184,wikidata/Education::,415669
33148,wikidata/Education::,29143
4198494,wikidata/Education::,261954
833,littlesis/Donation/Grant::22300 usd (Campaign Contribution),255824
3243662,wikidata/Education::,38475
3115716,wikidata/Education::,3119713
5386271,wikidata/Education::,29155
25427,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38214
401696,wikidata/Hierarchy::has subsidiary (56% stake),80598
905221,wikidata/Education::,29155
3502773,wikidata/Education::,29136
1011407,wikidata/Education::,29155
32501,wikidata/Hierarchy::has subsidiary,7229590
6218887,wikidata/Education::,38475
5370630,wikidata/Education::,38425
2277022,wikidata/Education::,21865
4041,littlesis/Donation/Grant::3000 usd (Campaign Contribution),28333
7362402,wikidata/Education::,21865
258406,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28445
38420,littlesis/Donation/Grant::10800 usd (Campaign Contribution),52717
261696,littlesis/Service/Transaction:: (Client),25845
6195614,wikidata/Education::,29136
3310516,wikidata/Education::,29148
2293953,wikidata/Education::,38450
954060,wikidata/Doctor of Philosophy,29110
4361913,wikidata/Education::,29110
5196714,wikidata/Education::,29155
7350514,wikidata/Education::,7199570
3233969,wikidata/Doctor of Philosophy (physics),29156
5218830,wikidata/Education::,29110
4352141,wikidata/Education::,29148
30803,wikidata/Education::,38535
5387728,wikidata/Education::,5213208
888933,wikidata/Education::,29110
6202909,wikidata/Education::,6840841
28497,littlesis/Service/Transaction:: (Lobbyist),259754
5187217,wikidata/Education::,3119713
6541646,wikidata/Education::,38425
301,littlesis/Ownership::Largest Investor (11% stake) (0 shares),883
29181,littlesis/Donation/Grant::1000 usd (Campaign Contribution),49448
37965,wikidata/Juris Doctor,38475
624883,wikidata/Education::,29136
3181260,wikidata/Education::,38425
3202101,wikidata/Education::,29110
2289994,wikidata/Education::,2157382
4377915,wikidata/Education::,29155
3396540,wikidata/Education::,29159
100749,littlesis/Donation/Grant::10800 usd (Campaign Contribution),49279
5489528,wikidata/Education::,38425
841220,wikidata/Education::,29110
823560,wikidata/Education::,29110
1004418,wikidata/Education::,255538
6203253,wikidata/Education::,10158
1135415,wikidata/Education::,29155
7304721,wikidata/Education::,29148
4316416,wikidata/Education::,38425
4315995,wikidata/Education::,29223
6484112,wikidata/Education::,35960
255487,wikidata/Education::,29155
3326489,wikidata/Education::,38412
401722,littlesis/Ownership::Institutional investor (107102000 shares),3568
63544,littlesis/Donation/Grant::1005 usd (Campaign Contribution),151570
2309098,wikidata/Education::,7252649
4448435,wikidata/Education::,29155
3247024,wikidata/Education::,29156
29162,littlesis/Donation/Grant::4600 usd (Campaign Contribution),151570
5650074,wikidata/Education::,38425
405990,wikidata/Doctor of Philosophy (physics),29143
4759090,wikidata/Education::,38412
3788,littlesis/Service/Transaction:: (Deforestation of Amazon Rainforest),269901
181486,littlesis/Donation/Grant::500 usd (Campaign Contribution),413525
6527846,wikidata/Education::,29156
965615,wikidata/Education::,38475
4170899,wikidata/Education::,29148
7605603,wikidata/Education::,29148
7597880,wikidata/Education::,29241
5399410,wikidata/Education::,29175
6292592,wikidata/postdoctoral researcher,7199570
3132925,wikidata/Education::,226145
416517,littlesis/Donation/Grant::34100 usd (Campaign Contribution),28480
3659,littlesis/Service/Transaction::63583 usd (Contractor),38366
943167,wikidata/Education::,38397
3138941,wikidata/(English literature),38450
2264793,wikidata/Education::,7199570
6521341,wikidata/Education::,29223
5211496,wikidata/Education::,21865
6563746,wikidata/Education::,29155
6320263,wikidata/Education::,29148
980720,wikidata/Education::,3119713
4195747,wikidata/Education::,29136
1003012,wikidata/Education::,6175003
7213527,wikidata/Education::,10158
2261527,wikidata/Education::,38425
13090,littlesis/Donation/Grant::4800 usd (Campaign Contribution),37989
4750415,wikidata/Education::,38404
2347066,wikidata/Education::,38397
3673,littlesis/Service/Transaction::50000000 usd (lender),44598
5388742,wikidata/Education::,29110
29181,littlesis/Donation/Grant::5600 usd (Campaign Contribution),274427
2205780,wikidata/Education::,2157382
938720,wikidata/Education::,21865
2324521,wikidata/Education::,29159
873196,wikidata/Education::,29156
2409883,wikidata/Education::,5184890
4278175,wikidata/Doctor of Philosophy,29241
3609,littlesis/Service/Transaction::90830 usd (Contractor),38344
915105,wikidata/Education::,245622
6395300,wikidata/Education::,29110
31587,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28235
2315278,wikidata/Education::,29143
3285531,wikidata/chief executive officer,301
2275985,wikidata/Education::,29156
2147815,wikidata/Bachelor of Arts,5213208
955555,wikidata/Education::,38450
6512774,wikidata/Education::,29148
14712,littlesis/professor of biochemistry,29148
3157252,wikidata/Education::,29110
403272,littlesis/Donation/Grant::10000 usd (conference sponsor - Director level),365264
3626593,wikidata/Education::,29110
2230797,wikidata/Education::,29143
3756550,wikidata/Education::,2147541
7354162,wikidata/Education::,29110
54958,littlesis/Donation/Grant::1000 usd (Campaign Contribution),21796
547,wikidata/Ownership::,7318482
7382797,wikidata/Education::,29175
373471,littlesis/Prospective parliamentary candidate,372252
260526,wikidata/Hierarchy::has subsidiary,31570
4380889,wikidata/Education::,29241
7549953,wikidata/Education::,4184023
5240177,wikidata/Education::,4184023
3133491,wikidata/Education::,29155
2855432,wikidata/Education::,29175
1155215,wikidata/Education::,29136
5244728,wikidata/Education::,7199570
4230359,wikidata/chief executive officer,396582
31034,wikidata/Education::,29110
3297618,wikidata/Education::,29175
388819,littlesis/Donation/Grant::2400 usd (Campaign Contribution),259275
578354,wikidata/Education::,29110
7457195,wikidata/Education::,3119713
987189,wikidata/Education::,5213208
3114643,wikidata/Education::,3119713
4373623,wikidata/Education::,29110
5316216,wikidata/Education::,38450
4196889,wikidata/Master of Arts (economics),29136
4376434,wikidata/Education::,35960
